id_client,nb_jours_abonne,duree_appel_jour(minutes),nb_appel_jour,cout_appel_jour,duree_appel_soiree(minutes),nb_appel_soiree,cout_appel_soiree,duree_appel_nuit(minutes),nb_appel_nuit,cout_appel_nuit,duree_appel_inter(minutes),nb_appel_inter,cout_appel_inter,active_msg_vocaux,nb_msg_vocaux,nb_reclamation,churn
 369-5810,120,177.2,88,30.12,270.4,99,22.98,231.5,90,10.42,14,2,3.78, no,0,2, False.
 340-8291,196,133.1,80,22.63,206.5,120,17.55,221.6,96,9.97,10.3,8,2.78, no,0,1, False.
 354-7397,97,225.1,90,38.27,279.5,127,23.76,233.8,103,10.52,8.8,4,2.38, no,0,0, True.
 407-7464,148,208.4,120,35.43,174.4,99,14.82,310.7,105,13.98,11.2,4,3.02, no,0,1, False.
 386-6411,85,173.1,107,29.43,247.2,101,21.01,158.7,104,7.14,11.5,5,3.11, yes,30,1, False.
 397-3746,86,162.4,131,27.61,167,102,14.2,128.9,118,5.8,11.4,2,3.08, no,0,2, True.
 410-5236,78,281.2,93,47.8,178.2,101,15.15,244.2,129,10.99,6.4,5,1.73, yes,13,2, False.
 409-2412,106,208.3,89,35.41,169.4,67,14.4,102,90,4.59,15.9,4,4.29, no,0,3, False.
 400-7280,147,243.4,126,41.38,273.8,109,23.27,282.9,91,12.73,14.1,8,3.81, yes,38,2, False.
 332-5820,145,224.2,89,38.11,314.9,121,26.77,182.9,121,8.23,16.1,3,4.35, no,0,1, True.
 373-4483,91,189.3,100,32.18,239.3,107,20.34,89.7,89,4.04,9.9,3,2.67, no,0,3, False.
 347-6717,81,168.3,124,28.61,270.9,103,23.03,222.5,98,10.01,6.7,2,1.81, yes,46,4, False.
 380-2929,116,232.9,90,39.59,152.1,94,12.93,344.3,82,15.49,10.7,6,2.89, yes,24,1, False.
 420-7692,69,155,98,26.35,142.4,105,12.1,143.7,117,6.47,5.9,4,1.59, yes,37,1, False.
 380-6437,135,154.4,130,26.25,203.8,90,17.32,158.7,59,7.14,11.8,3,3.19, no,0,0, False.
 377-8309,73,234.7,102,39.9,195.7,110,16.63,253.4,71,11.4,8.4,8,2.27, no,0,2, False.
 407-2718,48,240,88,40.8,141,117,11.99,128.9,137,5.8,7.1,9,1.92, no,0,1, False.
 357-1938,125,298.4,78,50.73,270.5,142,22.99,107.3,84,4.83,12.2,2,3.29, no,0,0, True.
 381-3735,100,166,102,28.22,236.1,97,20.07,134.3,93,6.04,10.9,,2.94, no,0,1, False.
 409-8453,165,111.6,140,18.97,213.3,111,18.13,267.6,115,12.04,16,3,4.32, yes,33,0, False.
 395-6758,64,174.5,98,29.67,180.2,103,15.32,179,89,8.06,10.7,2,2.89, no,0,2, False.
 399-5424,116,175.5,137,29.84,210.6,60,17.9,294.8,121,13.27,6.9,5,1.86, yes,27,1, False.
 409-4671,147,157.5,109,26.78,189.6,67,16.12,227,76,10.22,11.1,2,3, yes,35,3, True.
 374-6525,115,206.2,113,35.05,176.4,102,14.99,297.1,119,13.37,11,7,2.97, no,0,1, False.
 406-8665,84,207.5,138,35.28,201,116,17.09,164.5,107,7.4,7.5,16,2.03, yes,35,4, False.
 342-7716,86,144.8,105,24.62,206.2,111,17.53,255.4,117,11.49,11.6,2,3.13, yes,16,4, False.
 417-2221,134,258.8,85,44,129.5,114,11.01,193.6,106,8.71,10.9,7,2.94, no,0,2, False.
 376-5213,105,226.9,106,38.57,182.2,77,15.49,203.9,107,9.18,11.6,2,3.13, no,0,0, True.
 348-7448,88,152.9,119,25.99,171.2,107,14.55,257,106,11.57,12,5,3.24, no,0,2, False.
 328-8179,90,156.7,51,26.64,236.5,118,20.1,123.2,111,5.54,12.6,6,3.4, yes,27,2, False.
 389-4602,86,150.8,85,25.64,295.9,88,25.15,247.2,104,11.12,12.5,1,3.38, no,0,1, False.
 413-2238,37,221,126,37.57,204.5,110,17.38,118,98,5.31,6.8,3,1.84, no,0,4, False.
 402-3370,141,322.4,92,54.81,283.2,107,24.07,209.5,111,9.43,6.7,3,1.81, yes,32,1, True.
 348-6008,148,153.6,148,26.11,262.1,87,22.28,225.5,99,10.15,9.8,3,2.65, no,0,2, False.
 371-5655,163,215.1,91,36.57,138.9,102,11.81,146.2,109,6.58,12.4,2,3.35, yes,22,2, False.
 374-5224,89,174.4,108,29.65,196.7,100,16.72,127.4,74,5.73,11.8,3,3.19, yes,35,1, False.
 371-1187,63,180.5,126,30.69,230,98,19.55,232.5,73,10.46,10.6,3,2.86, no,0,0, False.
 337-1100,102,123.1,106,20.93,182,102,15.47,244.6,75,11.01,12.6,7,3.4, no,0,2, False.
 421-8141,76,165.7,94,28.17,257.4,80,21.88,170.8,114,7.69,10,4,2.7, no,0,1, False.
 406-2678,104,200.2,92,34.03,118.7,87,10.09,236.6,65,10.65,6,6,1.62, no,0,2, False.
 415-9649,109,154.8,82,26.32,287.7,109,24.45,208.4,80,9.38,5.9,9,1.59, no,0,3, False.
 364-8128,105,125.4,116,21.32,261.5,95,22.23,241.6,104,10.87,11.4,9,3.08, no,0,2, False.
 356-7817,63,184.2,111,31.31,312.6,89,26.57,264,55,11.88,12.2,4,3.29, yes,33,1, False.
 404-6357,105,274.7,99,46.7,193.5,118,16.45,299.6,109,13.48,10.8,3,2.92, yes,24,3, False.
 398-2138,68,142,140,24.14,241.6,89,20.54,302,72,13.59,11.3,5,3.05, yes,39,1, False.
 378-8029,63,151.5,99,25.76,147.8,89,12.56,210.4,114,9.47,10,4,2.7, yes,21,1, False.
 386-4215,74,124.8,114,21.22,133,121,11.31,160.3,85,7.21,10.6,7,2.86, no,0,3, False.
 367-8156,76,179.2,85,30.46,222.9,66,18.95,188.2,113,8.47,12.4,2,3.35, no,0,0, False.
 382-8079,91,246.4,110,41.89,182,98,15.47,157.6,106,7.09,12.1,2,3.27, no,0,2, True.
 354-2985,101,232.7,114,39.56,186.4,123,15.84,153.3,122,6.9,11.5,6,3.11, no,0,5, False.
 373-6922,116,288,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62, no,0,0, True.
 397-7125,131,170.8,145,29.04,236.7,93,20.12,294.5,100,13.25,12.7,1,3.43, yes,23,1, False.
 333-6296,84,216.1,114,36.74,197.5,107,16.79,217.8,104,9.8,9.8,3,2.65, no,0,1, False.
 365-6022,104,138.7,100,23.58,215.4,58,18.31,164.3,98,7.39,4.9,4,1.32, no,0,2, False.
 365-1688,108,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48, no,0,3, False.
 382-4872,111,181.8,117,30.91,158.1,91,13.44,266.2,123,11.98,9.7,9,2.62, no,0,0, False.
 367-6136,155,61.6,103,10.47,255.1,110,21.68,225.9,96,10.17,12.4,5,3.35, yes,30,1, False.
 404-3592,66,207.7,85,35.31,196.7,112,16.72,261.7,83,11.78,6.8,3,1.84, no,0,1, False.
 415-2949,64,219.2,73,37.26,167,65,14.2,161.4,119,7.26,10,5,2.7, no,0,1, False.
 375-8880,69,227,122,38.59,258.7,111,21.99,169.7,87,7.64,8.9,1,2.4, no,0,2, False.
 335-6832,116,245.9,73,41.8,240.1,87,20.41,158.7,89,7.14,8.9,5,2.4, no,0,3, False.
 361-8367,101,257.3,84,43.74,184.8,115,15.71,108.9,109,4.9,13.5,7,3.65, no,0,0, False.
 408-2002,15,121.1,130,20.59,216,86,18.36,235.1,33,10.58,16.1,5,4.35, no,0,2, False.
 347-8659,88,301.5,136,51.26,257.7,72,21.9,132.9,118,5.98,13.4,2,3.62, no,0,4, True.
 376-2922,197,233.9,96,39.76,218.9,111,18.61,182.9,109,8.23,9.5,3,2.57, no,0,0, False.
 382-2182,50,99.6,108,16.93,308.7,102,26.24,161.2,62,7.25,13.7,6,3.7, no,0,2, True.
 408-2089,172,169.8,123,28.87,183.1,94,15.56,395,72,17.77,12.7,7,3.43, no,0,2, False.
 369-6890,188,198.8,115,33.8,166.6,67,14.16,198.5,118,8.93,14.4,3,3.89, yes,26,1, True.
 347-2951,85,116.2,86,19.75,229.7,127,19.52,204.2,109,9.19,10.1,3,2.73, no,0,3, False.
 420-6324,103,255.9,128,43.5,140.9,92,11.98,308.9,130,13.9,12.1,2,3.27, no,0,1, True.
 402-7650,136,187.7,84,31.91,221,147,18.79,145.7,110,6.56,10,4,2.7, yes,27,3, False.
 391-2702,155,195.9,91,33.3,213.9,84,18.18,88.2,111,3.97,8.6,4,2.32, yes,21,0, False.
 383-3375,145,129.4,97,22,185.4,101,15.76,204.7,106,9.21,1.1,2,0.3, no,0,2, False.
 392-2733,116,221,108,37.57,151,118,12.84,179,80,8.06,9,6,2.43, yes,12,2, False.
 397-9933,152,140.5,92,23.89,186.8,96,15.88,227,89,10.22,9.5,5,2.57, no,0,2, False.
 383-9306,65,277.9,123,47.24,155.8,112,13.24,256.9,71,11.56,9.2,10,2.48, no,0,0, True.
 369-1929,180,224.9,105,38.23,250,101,21.25,216.1,73,9.72,6.7,5,1.81, no,0,3, True.
 369-4377,67,109.1,117,18.55,217.4,124,18.48,188.4,141,8.48,12.8,6,3.46, no,0,0, False.
 366-9430,60,207.8,109,35.33,123.5,112,10.5,291.6,115,13.12,5.7,9,1.54, no,0,0, False.
 353-7407,138,205.9,96,35,257.1,94,21.85,209,63,9.4,12.1,8,3.27, no,0,0, False.
 359-7426,44,308.6,139,52.46,150.8,94,12.82,198.7,66,8.94,7.3,3,1.97, no,0,4, True.
 332-7391,25,242.6,69,41.24,209,117,17.77,219.7,82,9.89,14.4,6,3.89, no,0,2, False.
 405-6559,145,229.6,82,39.03,138.1,103,11.74,250.8,109,11.29,3.3,3,0.89, no,0,1, False.
 338-8784,122,166,62,28.22,233.9,88,19.88,170.1,84,7.65,7.7,3,2.08, yes,28,2, False.
 415-6347,121,144.8,126,24.62,200.6,82,17.05,208.8,81,9.4,13.3,9,3.59, no,0,0, True.
 354-5058,55,106.1,77,18.04,123.5,100,10.5,96.4,92,4.34,12.9,3,3.48, no,0,0, False.
 342-5701,77,221.8,84,37.71,166,125,14.11,210.2,72,9.46,13.2,4,3.56, no,0,1, False.
 378-4179,12,204.6,98,34.78,212.5,90,18.06,182.1,95,8.19,9.8,7,2.65, no,0,2, False.
 407-6391,64,213.5,93,36.3,166.6,114,14.16,122,78,5.49,14.1,3,3.81, no,0,3, False.
 404-3105,92,152,95,25.84,274.9,73,23.37,162.4,121,7.31,10,1,2.7, yes,44,2, False.
 390-9735,125,260.8,81,44.34,163.7,112,13.91,271.7,117,12.23,17,6,4.59, yes,29,1, True.
 350-4820,160,166.4,117,28.29,317,129,26.95,160.4,121,7.22,10,2,2.7, no,0,1, False.
 383-8807,79,177.9,83,30.24,167.3,84,14.22,223.7,142,10.07,15.2,8,4.1, no,0,0, False.
 366-8382,36,235.1,97,39.97,196.8,104,16.73,259.7,110,11.69,7,7,1.89, no,0,3, False.
 402-9704,102,186.8,92,31.76,173.7,123,14.76,250.9,131,11.29,9.7,4,2.62, no,0,2, False.
 405-2209,138,268.4,81,45.63,174.4,115,14.82,193.5,96,8.71,11.6,4,3.13, no,0,1, False.
 397-3939,164,192.1,95,32.66,249.8,94,21.23,132.6,100,5.97,7.3,3,1.97, no,0,3, False.
 343-2689,125,240.7,82,40.92,269.4,85,22.9,187.1,74,8.42,10.1,3,2.73, no,0,0, True.
 383-9448,72,179.9,113,30.58,149.8,112,12.73,168.2,79,7.57,9.8,7,2.65, no,0,2, False.
 359-6232,74,314.1,86,53.4,222.4,99,18.9,259,121,11.66,12.3,5,3.32, no,0,3, True.
 369-9772,134,162,82,27.54,324.7,77,27.6,160.1,112,7.2,11.9,5,3.21, yes,41,0, False.
 381-7003,145,175.8,89,29.89,274.3,119,23.32,226.6,69,10.2,12.4,4,3.35, no,0,1, False.
 352-6732,136,109.4,91,18.6,207.5,111,17.64,135,107,6.08,11.6,5,3.13, no,0,0, False.
 388-7540,209,255.1,124,43.37,230.6,110,19.6,218,69,9.81,8.5,5,2.3, no,0,3, True.
 356-3333,66,208.7,84,35.48,173.3,88,14.73,264.7,107,11.91,8.3,3,2.24, no,0,3, False.
 333-9664,152,214.6,108,36.48,96.6,82,8.21,170.7,145,7.68,7.9,5,2.13, yes,20,1, False.
 363-3763,162,49.2,121,,143.9,136,12.23,203,97,9.14,12.1,13,3.27, no,0,1, False.
 345-7900,72,141.3,133,24.02,134.9,96,11.47,227.5,97,10.24,11.2,3,3.02, no,0,2, False.
 400-5511,101,253.2,89,43.04,237.9,114,20.22,154.3,85,6.94,9.7,7,2.62, no,0,4, False.
 381-7597,125,206,128,35.02,198.1,71,16.84,135.9,116,6.12,13.2,3,3.56, no,0,0, False.
 404-9775,46,40.4,,6.87,172.4,83,14.65,145.1,89,6.53,9,2,2.43, no,0,2, False.
 389-4608,132,291.2,104,49.5,234.2,132,19.91,191.7,87,8.63,8.9,3,2.4, no,0,1, True.
 403-1742,193,71.2,58,12.1,124.7,105,10.6,155.5,108,7,11.7,3,3.16, yes,31,0, False.
 328-9797,63,261.8,69,44.51,245,135,20.83,202.1,94,9.09,14.7,4,3.97, no,0,0, True.
 359-9223,124,191.3,134,32.52,261.5,113,22.23,182.3,111,8.2,10,3,2.7, no,0,1, False.
 336-7696,144,133.3,101,22.66,255.5,127,21.72,228.6,68,10.29,11.6,2,3.13, no,0,0, False.
 369-2214,116,183.6,138,31.21,203.8,90,17.32,166.9,89,7.51,6,3,1.62, yes,24,2, False.
 411-1325,189,155.2,116,26.38,195.5,50,16.62,170.1,108,7.65,15.4,6,4.16, yes,30,1, False.
 410-7553,97,283.1,93,48.13,185.4,98,15.76,312.8,78,14.08,6.1,8,1.65, yes,28,1, False.
 376-4284,137,186.5,94,31.71,178,106,15.13,215.6,100,9.7,12.1,4,3.27, yes,50,2, False.
 334-2800,142,163.3,104,27.76,136,114,11.56,249.1,127,11.21,4.3,6,1.16, yes,38,0, False.
 369-1904,84,203.4,125,34.58,182.9,88,15.55,213.7,121,9.62,13.8,2,3.73, no,0,1, False.
 359-3833,119,178.1,110,30.28,212.8,100,18.09,226.3,123,10.18,10,6,2.7, yes,19,1, False.
 348-5569,158,195.9,103,33.3,89.1,95,7.57,302.2,82,13.6,10.3,3,2.78, no,0,1, False.
 342-1960,50,295.3,127,50.2,127.4,100,10.83,166.8,,7.51,9.6,6,2.59, no,0,1, False.
 352-9050,98,136.1,82,23.14,156.3,118,13.29,158.8,83,7.15,10.1,5,2.73, no,0,2, False.
 390-5316,101,114.1,95,19.4,161.5,86,13.73,176.3,90,7.93,13,9,3.51, yes,24,2, False.
 418-8568,182,279.1,124,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57, no,0,2, True.
 401-4844,51,169.3,111,28.78,139.5,69,11.86,197,87,8.87,12,3,3.24, no,0,0, False.
 376-5471,117,214.4,94,36.45,138,149,11.73,148.7,102,6.69,9.9,1,2.67, no,0,2, False.
 409-2917,92,255.8,125,43.49,142.7,111,12.13,181.2,101,8.15,11.7,3,3.16, no,0,0, False.
 369-6308,86,148.2,71,25.19,285.1,91,24.23,166.4,155,7.49,6.2,3,1.67, no,0,2, False.
 357-7385,122,119.3,93,20.28,223.9,103,19.03,211.9,122,9.54,8.7,4,2.35, no,0,2, False.
 405-7119,156,192.3,137,32.69,199.9,115,16.99,244.2,112,10.99,14.8,8,4, yes,27,1, False.
 405-3309,127,245.2,91,41.68,217.2,92,18.46,243.1,128,10.94,13.9,6,3.75, no,0,0, True.
 384-4938,130,216.2,106,36.75,363.7,86,30.91,126.7,123,5.7,16.9,2,4.56, no,0,5, True.
 377-2725,158,172.4,114,29.31,256.6,69,21.81,235.3,104,10.59,0,0,0, no,0,2, False.
 405-6398,145,175.3,107,29.8,153.3,116,13.03,233.6,85,10.51,11.1,3,3, yes,30,1, False.
 355-9366,90,169,104,28.73,188.8,104,16.05,213.3,76,9.6,13.3,3,3.59, yes,26,0, True.
 403-1128,127,2.6,113,0.44,254,102,21.59,242.7,156,10.92,9.2,5,2.48, yes,27,3, False.
 384-9682,109,184.1,143,31.3,211.7,105,17.99,243,116,10.93,9.9,2,2.67, no,0,1, False.
 352-5393,88,181.9,90,30.92,151.5,87,12.88,143,100,6.44,7.5,3,2.03, no,0,1, False.
 395-1229,101,160.1,116,27.22,210,121,17.85,139.1,65,6.26,10.8,9,2.92, yes,9,0, False.
 361-9195,171,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78, no,0,0, False.
 351-6366,21,223.2,142,37.94,216.5,114,18.4,214.7,111,9.66,12.4,2,3.35, no,0,1, False.
 346-4919,145,216,94,36.72,225.1,123,19.13,234.7,109,10.56,10.7,1,2.89, yes,31,2, False.
 354-9068,90,198.5,124,33.75,266.6,100,22.66,243.3,80,10.95,8,7,2.16, no,0,2, False.
 369-2743,33,159.5,115,27.12,195.4,118,16.61,102.4,86,4.61,7.1,7,1.92, no,0,1, False.
 343-1347,61,105,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75, yes,40,2, True.
 336-5495,107,204.5,108,34.77,162.4,110,13.8,155,102,6.98,13.4,1,3.62, no,0,3, False.
 376-4292,147,274,92,46.58,231.8,82,19.7,283.6,83,12.76,6.2,1,1.67, no,0,0, True.
 391-8677,117,158.7,84,26.98,181.7,91,15.44,177.3,67,7.98,7.7,10,2.08, no,0,2, False.
 350-7273,95,229.9,116,39.08,202.4,110,17.2,171.4,105,7.71,14.2,6,3.83, no,0,1, False.
 400-6454,186,137.8,97,23.43,187.7,118,15.95,146.4,85,6.59,8.7,6,2.35, no,0,1, False.
 422-3052,128,179.4,94,30.5,270.4,92,22.98,191,88,8.59,7.9,4,2.13, no,0,0, False.
 365-6756,55,139.3,101,23.68,178.3,117,15.16,246.5,104,11.09,8.1,1,2.19, yes,39,3, False.
 406-4158,134,7.8,86,1.33,171.4,100,14.57,186.5,80,8.39,12.9,2,3.48, no,0,2, False.
 383-4641,96,183.1,88,31.13,147.4,89,12.53,350.2,108,15.76,11.3,7,3.05, yes,23,1, False.
 368-5165,107,206.9,79,35.17,262.4,117,22.3,149.3,69,6.72,10.7,3,2.89, no,0,0, False.
 378-2432,123,140,106,23.8,153.7,101,13.06,50.1,87,2.25,12.5,1,3.38, no,0,2, False.
 362-4159,35,179.2,59,30.46,283.3,101,24.08,285.4,83,12.84,5.8,7,1.57, no,0,2, False.
 363-7979,74,177.4,136,30.16,240.3,104,20.43,237.3,133,10.68,12,3,3.24, no,0,0, False.
 334-9818,130,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4, no,0,1, False.
 352-5787,137,237.3,103,40.34,176.7,84,15.02,263.4,81,11.85,14.2,4,3.83, no,0,0, True.
 332-3617,88,181.5,116,30.86,187,119,15.9,220.3,96,9.91,10.5,7,2.84, no,0,1, False.
 327-9957,80,51.5,90,8.76,164,98,13.94,169.4,80,7.62,9.5,4,2.57, no,0,3, False.
 338-7527,116,155.7,104,26.47,185.4,118,15.76,192.7,116,8.67,8.2,2,2.21, yes,19,3, False.
 348-8711,123,245,88,41.65,265,105,22.53,239.7,108,10.79,14.9,3,4.02, yes,23,2, False.
 421-3226,120,131.7,99,22.39,163.1,109,13.86,201.1,116,9.05,10.7,3,2.89, no,0,1, False.
 391-4358,146,111.1,126,18.89,313.4,95,26.64,215.7,82,9.71,10.5,6,2.84, no,0,1, False.
 379-2523,106,88.5,100,15.05,324.8,109,27.61,79.9,86,3.6,8.2,4,2.21, yes,9,3, False.
 419-2369,121,116,85,19.72,150.1,120,12.76,246.8,98,11.11,12,2,3.24, yes,44,1, False.
 382-1227,137,155.5,81,26.44,133.1,94,11.31,253.1,77,11.39,9.1,2,2.46, no,0,1, False.
 409-5749,84,106.5,65,18.11,225.7,108,19.18,188.6,61,8.49,5.7,3,1.54, yes,30,2, False.
 362-7951,67,175.2,68,29.78,199.2,73,16.93,219.8,99,9.89,13.2,6,3.56, yes,31,1, False.
 415-3537,161,154.7,84,26.3,177.8,125,15.11,172.9,90,7.78,5.9,2,1.59, no,0,4, True.
 373-3959,134,247.2,105,42.02,225.5,133,19.17,186.3,76,8.38,6.1,5,1.65, yes,34,2, True.
 358-1346,62,218.4,93,37.13,236.7,132,20.12,192.2,137,8.65,13.2,3,3.56, yes,32,0, True.
 381-8422,120,227.5,81,38.68,234.9,71,19.97,166.4,128,7.49,9,13,2.43, yes,24,1, False.
 360-9005,130,185,117,31.45,249.5,141,21.21,157.8,103,7.1,7.4,7,2, yes,30,0, False.
 344-5967,20,186.8,89,31.76,253.4,51,21.54,273.1,105,12.29,12.3,6,3.32, no,0,2, False.
 396-6390,68,158.8,119,27,211.8,105,18,198.1,101,8.91,10.3,3,2.78, no,0,1, False.
 346-5036,112,208.7,150,35.48,212.8,104,18.09,178.1,98,8.01,8.5,4,2.3, no,0,0, False.
 328-7252,77,185.9,95,31.6,212,98,18.02,282.3,81,12.7,11.3,4,3.05, no,0,3, False.
 360-1745,109,222.5,74,37.83,169.7,75,14.42,264.3,94,11.89,9,3,2.43, no,0,2, False.
 358-2046,108,201.1,101,34.19,170.7,86,14.51,237.4,113,10.68,11.6,3,3.13, no,0,3, False.
 344-6935,79,167.9,114,28.54,243.7,93,20.71,211.9,114,9.54,9.1,2,2.46, yes,17,1, False.
 401-9665,119,239.1,88,40.65,243.5,79,20.7,230.9,92,10.39,10.9,3,2.94, no,0,3, True.
 399-5291,38,175.7,109,29.87,211.8,97,18,137.9,109,6.21,9.2,3,2.48, no,0,5, True.
 409-6588,109,111.2,90,18.9,263.5,98,22.4,224.7,128,10.11,9,6,2.43, yes,29,6, True.
 358-5721,78,87.7,74,14.91,214.8,58,18.26,201.3,147,9.06,10.8,6,2.92, no,0,1, False.
 414-7446,134,244.1,99,41.5,246.9,111,20.99,200,133,9,7.2,2,1.94, no,0,0, False.
 329-9517,47,165,89,28.05,127.3,118,10.82,284.4,95,12.8,7.7,4,2.08, yes,27,2, False.
 415-9553,59,127.4,110,21.66,103.3,99,8.78,164.2,73,7.39,9.1,3,2.46, yes,27,0, False.
 413-3177,151,194.8,106,33.12,292.7,103,24.88,224.6,82,10.11,5.5,3,1.49, no,0,0, False.
 347-5113,129,54.7,131,9.3,256.1,105,21.77,176.6,135,7.95,11.1,4,3, no,0,1, False.
 330-2662,107,283.4,104,48.18,224.1,152,19.05,241.3,63,10.86,14.4,7,3.89, yes,27,2, False.
 330-5824,137,258,112,43.86,246.5,117,20.95,173.2,100,7.79,10.9,3,2.94, no,0,0, True.
 411-1261,76,90.5,142,15.39,211.7,75,17.99,194.9,76,8.77,9.3,2,2.51, no,0,1, False.
 329-8788,24,235.6,132,40.05,115.9,129,9.85,185.4,136,8.34,16.2,2,4.37, no,0,0, False.
 333-7869,169,142.5,82,24.23,231.4,110,19.67,131.2,67,5.9,10,4,2.7, no,0,2, False.
 399-4800,30,54,68,9.18,179.3,96,15.24,247.2,101,11.12,10.2,8,2.75, no,0,1, False.
 402-2072,70,214.8,87,36.52,131,114,11.14,216.9,104,9.76,9.4,3,2.54, no,0,3, False.
 403-6187,52,251.4,118,42.74,196.6,80,16.71,192,53,8.64,11,2,2.97, no,0,0, True.
 355-2872,3,139,99,23.63,250.7,108,21.31,286.2,87,12.88,6.1,3,1.65, no,0,4, False.
 386-2970,38,117.3,114,19.94,208.7,,17.74,203.4,98,9.15,14.4,2,3.89, no,0,2, False.
 389-6081,104,264,108,44.88,132.2,75,11.24,177.7,91,8,10.6,8,2.86, no,0,3, False.
 348-7556,27,82.6,105,14.04,204,99,17.34,224.2,122,10.09,9.1,4,2.46, no,0,1, False.
 334-9163,166,175.8,126,29.89,253.6,76,21.56,128.5,72,5.78,11.4,5,3.08, yes,28,1, False.
 411-4293,13,220.4,100,37.47,211.2,79,17.95,259.3,112,11.67,13.6,8,3.67, no,0,2, False.
 375-5562,52,217,104,36.89,152.3,83,12.95,134.3,109,6.04,11.8,4,3.19, no,0,2, False.
 386-3823,114,129,77,21.93,290,110,24.65,177.1,110,7.97,11.6,5,3.13, yes,25,1, False.
 364-6445,156,150.5,106,25.59,152.9,112,13,215.9,86,9.72,3.5,3,0.95, no,0,1, False.
 383-2251,90,193.3,66,32.86,263.3,85,22.38,214.4,97,9.65,11.1,4,3, yes,42,0, False.
 351-3169,62,189.5,122,32.22,103.8,95,8.82,180.6,106,8.13,10.8,5,2.92, no,0,2, False.
 413-6380,82,137.8,95,23.43,235.5,128,20.02,268.1,70,12.06,11,6,2.97, yes,33,2, False.
 380-9674,52,129.3,80,21.98,142.7,101,12.13,258.3,89,11.62,12.3,4,3.32, no,0,3, False.
 345-2319,146,115.6,77,19.65,213.6,100,18.16,218.4,72,9.83,10.7,6,2.89, no,0,1, False.
 377-5441,120,221.9,114,37.72,254.7,84,21.65,250.5,117,11.27,7.2,5,1.94, yes,23,2, False.
 358-3692,130,263.7,113,44.83,186.5,103,15.85,195.3,99,8.79,18.3,6,4.94, no,0,1, True.
 400-5831,90,61.3,91,10.42,194.4,94,16.52,143.1,80,6.44,11.4,9,3.08, no,0,1, False.
 357-5995,147,183.8,113,31.25,164.7,110,14,111,87,5,10.1,4,2.73, no,0,1, False.
 391-2159,159,167.4,68,28.46,143.8,74,12.22,140.1,111,6.3,10.3,3,2.78, no,0,0, True.
 398-5954,74,154.1,122,26.2,195.3,150,16.6,276.7,86,12.45,13.2,2,3.56, yes,27,4, False.
 385-6175,130,252,101,42.84,170.2,105,14.47,209.2,64,9.41,5.7,5,1.54, no,0,0, False.
 334-2961,155,163.1,94,27.73,291.7,108,24.79,96.4,111,4.34,11.2,3,3.02, no,0,0, False.
 405-4303,87,198.3,80,33.71,187,89,15.9,133.5,96,6.01,16.6,4,4.48, no,0,2, False.
 406-4100,81,324.7,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54, no,0,0, True.
 352-4401,99,128.3,78,21.81,215.3,120,18.3,143.7,140,6.47,14.3,9,3.86, no,0,2, False.
 347-1473,131,187.9,110,31.94,200.5,101,17.04,202.6,125,9.12,10.2,11,2.75, no,0,2, False.
 347-2016,89,129.2,71,21.96,214.1,68,18.2,214.9,100,9.67,10.3,4,2.78, no,0,5, True.
 388-8948,123,125.5,106,21.34,128.9,96,10.96,251.9,129,11.34,6.3,6,1.7, no,0,4, True.
 402-5509,130,257.2,108,43.72,224.3,122,19.07,204,118,9.18,12.6,4,3.4, yes,26,1, False.
 367-2598,99,124.6,90,21.18,146.4,70,12.44,169.4,95,7.62,10.5,6,2.84, no,0,1, False.
 370-5001,36,175.1,144,29.77,216.9,69,18.44,243.7,146,10.97,9.9,3,2.67, no,0,1, False.
 332-3693,87,124.3,91,21.13,173.4,105,14.74,256.3,109,11.53,7.5,5,2.03, no,0,3, False.
 403-9766,139,271.6,130,46.17,156,131,13.26,136.3,108,6.13,11.6,9,3.13, no,0,2, False.
 363-2407,189,219.9,80,37.38,143.3,117,12.18,130.6,69,5.88,11.7,7,3.16, no,0,1, False.
 395-9214,96,183.3,115,31.16,201.4,87,17.12,177.4,84,7.98,10.4,15,2.81, yes,33,3, False.
 351-8894,112,101.1,119,17.19,214.4,67,18.22,179.5,112,8.08,10.3,5,2.78, no,0,2, False.
 406-5003,75,203.3,70,34.56,228.9,97,19.46,222.2,118,10,14.3,3,3.86, no,0,1, False.
 398-1332,178,175.4,88,29.82,190,65,16.15,138.7,94,6.24,10.5,3,2.84, yes,35,2, False.
 363-8033,112,266,97,45.22,214.6,94,18.24,306.2,100,13.78,14.2,2,3.83, no,0,2, True.
 333-1012,108,171.6,110,29.17,136.1,78,11.57,183.4,103,8.25,10.8,7,2.92, yes,41,0, False.
 391-6260,100,78.7,98,13.38,225.6,102,19.18,150.4,106,6.77,14,8,3.78, no,0,0, False.
 336-1353,121,211.9,110,36.02,215.1,120,18.28,238.5,107,10.73,9.4,2,2.54, yes,20,0, False.
